#id	month	rating	games
36033995	2018-10	1660	4
36042080	2018-10	1445	5
36084514	2018-10	1410	9
45120366	2018-10	1135	6
36082279	2018-10	1610	6
45142939	2018-10	1423	6
45150176	2018-10	1180	5
36090670	2018-10	1299	6
36051250	2018-10	1270	6
45100861	2018-10	1158	7
36071471	2018-10	1404	5
45171602	2018-10	1233	6
36086886	2018-10	1130	4
36054054	2018-10	1169	2
45113882	2018-10	1163	6
551011603	2018-11	1123	1
45149844	2018-11	1275	7
45169870	2018-11	1260	8
45113890	2018-11	1138	12
36075728	2018-11	1289	6
36070378	2018-11	1410	6
45141053	2018-11	1237	2
45143404	2018-11	1300	9
36044415	2018-11	1004	2
36067377	2018-11	1311	1
26075954	2018-11	1744	1
45120919	2018-11	1075	5
36057096	2018-11	1099	6
45156506	2018-11	1120	6
45126550	2018-11	1133	2
45114994	2018-11	1190	8
36083356	2018-11	1268	5
45106746	2018-11	1187	6
45148880	2018-11	1176	6
36066362	2018-11	1144	4
36051756	2018-11	1376	6
36022365	2018-11	1412	2
36075736	2018-11	1016	2
45109583	2018-11	1316	2
45133263	2018-11	1381	8
45175624	2018-11	1030	1
36019640	2018-11	1135	1
36083372	2018-11	1740	8
36077178	2018-11	1199	1
36066893	2018-11	1140	5
45147833	2018-11	1226	5
36016691	2018-11	1593	2
45167222	2018-11	1162	4
36075744	2018-11	1127	2
36051217	2018-11	1434	5
45102104	2018-11	1213	9
45126798	2018-11	1027	4
36081264	2018-11	1324	5
36094366	2018-11	1239	9
551036592	2018-11	1484	5
45143099	2018-11	1241	9
36044644	2018-11	1547	6
36099490	2018-11	1335	3
45196982	2018-11	1079	2
36074918	2018-11	1594	2
45148201	2018-11	1125	7
36056847	2018-11	1417	8
45104026	2018-11	1272	6
45107513	2018-11	1437	1
45116270	2018-11	1367	14
54144949	2018-11	1157	7
36099783	2018-11	1661	6
45101698	2018-11	1400	6
36049336	2018-11	1192	5
551017938	2018-11	1042	7
36051497	2018-11	1025	2
45137013	2018-11	1513	2
36088676	2018-11	1356	4
45101400	2018-11	1026	3
45170371	2018-11	1146	5
45183740	2018-11	1076	7
45101000	2018-11	1046	3
45180890	2018-11	1048	4
45166137	2018-11	1093	4
45182507	2018-11	1029	7
36069655	2018-11	1023	6
36084514	2018-11	1395	9
36080039	2018-11	1225	5
45151997	2018-11	1104	1
36000310	2018-11	1905	11
45120366	2018-11	1174	8
36082279	2018-11	1609	9
36037397	2018-11	1133	2
45169381	2018-11	1156	6
45142939	2018-11	1437	4
36098477	2018-11	1064	2
45114307	2018-11	1099	3
36016969	2018-11	1005	78
45101418	2018-11	1423	1
45150176	2018-11	1167	6
36090670	2018-11	1369	9
45100446	2018-11	1626	2
36067431	2018-11	1530	1
45100861	2018-11	1149	2
45111073	2018-11	1085	6
36075760	2018-11	1218	5
36053775	2018-11	1499	5
36053627	2018-11	1398	4
45133301	2018-11	1369	9
45108382	2018-11	1418	4
45102635	2018-11	1856	1
45115753	2018-11	1358	3
36071471	2018-11	1389	6
45150613	2018-11	1146	1
45101620	2018-11	1082	4
45134995	2018-11	1111	2
36085111	2018-11	1304	6
45113882	2018-11	1177	6
7912170	2018-12	1281	8
45171220	2018-12	1077	5
36082813	2018-12	1264	11
45149844	2018-12	1309	9
45169870	2018-12	1297	3
45107785	2018-12	1575	1
45113890	2018-12	1187	5
45161127	2018-12	1252	5
551018250	2018-12	1004	7
45114439	2018-12	1147	11
45141053	2018-12	1234	4
36087971	2018-12	1021	1
45143404	2018-12	1361	5
36044415	2018-12	1001	1
36067377	2018-12	1216	9
26075954	2018-12	1700	14
26088240	2018-12	1217	2
45152772	2018-12	1056	7
45170533	2018-12	1028	11
36037354	2018-12	1537	6
45126550	2018-12	1210	4
45132860	2018-12	1377	4
36083356	2018-12	1288	7
45116253	2018-12	1025	5
36085685	2018-12	1169	5
36099112	2018-12	1555	4
45106746	2018-12	1126	6
45113939	2018-12	1339	6
45148880	2018-12	1167	5
45171980	2018-12	1067	1
45102597	2018-12	1114	4
45133263	2018-12	1379	13
45107467	2018-12	1071	5
45175624	2018-12	1058	1
36019640	2018-12	1093	3
36083372	2018-12	1644	14
36077178	2018-12	1171	6
36066893	2018-12	1170	4
36016691	2018-12	1582	1
45102104	2018-12	1209	4
45126798	2018-12	1052	4
36082066	2018-12	1447	7
45126810	2018-12	1139	3
45178860	2018-12	1082	5
36093351	2018-12	1044	3
36081264	2018-12	1248	4
36098230	2018-12	1046	3
45108145	2018-12	1244	6
45106614	2018-12	1261	5
36094366	2018-12	1292	4
45167230	2018-12	1225	8
45143099	2018-12	1281	4
36088200	2018-12	1229	2
36022101	2018-12	1210	7
36088218	2018-12	1444	9
36080900	2018-12	1153	5
36074918	2018-12	1596	1
36056847	2018-12	1385	13
45125244	2018-12	1300	4
45104026	2018-12	1269	1
36084859	2018-12	1232	2
45107513	2018-12	1433	1
45116270	2018-12	1391	3
45172021	2018-12	1050	1
54144949	2018-12	1143	6
36099783	2018-12	1633	3
36088625	2018-12	1470	11
36037370	2018-12	1221	4
45106622	2018-12	1351	8
45102619	2018-12	1188	3
36056855	2018-12	1172	13
45112290	2018-12	1277	9
551007347	2018-12	1042	1
45137013	2018-12	1546	7
36053872	2018-12	1448	7
45101400	2018-12	1047	3
45137145	2018-12	1200	4
45120102	2018-12	1085	2
45151245	2018-12	1193	3
36033995	2018-12	1648	7
45183740	2018-12	1093	2
45103445	2018-12	1190	3
45183759	2018-12	1050	5
45180890	2018-12	1033	6
45166137	2018-12	1154	3
36003913	2018-12	1291	9
36042080	2018-12	1341	9
45106630	2018-12	1251	3
45149860	2018-12	1307	3
45151997	2018-12	1085	11
45187223	2018-12	1085	4
36000310	2018-12	1888	4
45131309	2018-12	1066	1
45168890	2018-12	1148	1
36088668	2018-12	1204	6
45154163	2018-12	1110	6
45135606	2018-12	1025	2
45135614	2018-12	1042	2
45169381	2018-12	1162	3
36057290	2018-12	1446	8
45124949	2018-12	1167	2
45142939	2018-12	1389	7
36098477	2018-12	1061	1
36016969	2018-12	1082	8
45184437	2018-12	1224	6
45150176	2018-12	1178	9
36090670	2018-12	1508	9
36064378	2018-12	1223	8
45100446	2018-12	1543	8
36067431	2018-12	1463	5
45151180	2018-12	1056	6
45147752	2018-12	1376	5
45133301	2018-12	1355	10
45108382	2018-12	1530	11
45148236	2018-12	1039	4
45102775	2018-12	1237	5
45102635	2018-12	1878	9
45115753	2018-12	1377	1
36071471	2018-12	1383	2
45150613	2018-12	1171	6
45113882	2018-12	1165	2
551011603	2019-01	1097	2
45171220	2019-01	1040	3
36082813	2019-01	1320	5
45149844	2019-01	1234	5
45169870	2019-01	1307	6
45129126	2019-01	1182	2
45107785	2019-01	1566	2
45113890	2019-01	1201	3
45161127	2019-01	1279	1
36070378	2019-01	1431	6
45132569	2019-01	1079	2
45189650	2019-01	1185	3
45141053	2019-01	1209	2
36074241	2019-01	1096	1
45143404	2019-01	1467	9
36044415	2019-01	1038	1
36067377	2019-01	1219	4
26075954	2019-01	1688	1
26088240	2019-01	1285	4
45172196	2019-01	1173	3
36037354	2019-01	1599	4
45126550	2019-01	1191	2
45132860	2019-01	1394	1
45114994	2019-01	1187	1
36083356	2019-01	1280	1
45184100	2019-01	1076	7
36085685	2019-01	1120	4
36081957	2019-01	1057	3
36099112	2019-01	1610	4
45106746	2019-01	1178	6
45169950	2019-01	1013	11
45113939	2019-01	1358	3
45148880	2019-01	1163	7
45136122	2019-01	1191	4
36036480	2019-01	1062	1
45171980	2019-01	1036	2
45102597	2019-01	1151	1
36066362	2019-01	1144	3
36051756	2019-01	1379	6
36022365	2019-01	1393	4
45109583	2019-01	1385	10
45107459	2019-01	1154	1
45135690	2019-01	1126	1
45133263	2019-01	1415	3
45175624	2019-01	1089	1
45143129	2019-01	1190	1
36000205	2019-01	1150	1
36083372	2019-01	1684	2
36077178	2019-01	1153	1
36066893	2019-01	1135	2
45147833	2019-01	1244	6
36016691	2019-01	1591	5
45167222	2019-01	1185	1
45152179	2019-01	1036	1
36075744	2019-01	1178	2
36051217	2019-01	1439	3
45102104	2019-01	1241	8
45118280	2019-01	1298	2
36080268	2019-01	1088	1
45105863	2019-01	1366	3
45161640	2019-01	1095	2
45126798	2019-01	1047	1
45134790	2019-01	1139	1
36082066	2019-01	1469	5
45126810	2019-01	1124	2
551023539	2019-01	1049	1
36093351	2019-01	1086	2
36081264	2019-01	1232	7
45108145	2019-01	1265	4
36097756	2019-01	1093	3
45172315	2019-01	1003	6
45111928	2019-01	1522	6
45167230	2019-01	1267	8
45143099	2019-01	1281	6
551020785	2019-01	1175	1
36044644	2019-01	1560	9
36088200	2019-01	1274	4
36099490	2019-01	1344	8
36022101	2019-01	1198	3
45196982	2019-01	1068	1
36088218	2019-01	1432	5
36080900	2019-01	1150	1
36074918	2019-01	1559	4
45148201	2019-01	1144	1
45199710	2019-01	1157	9
36056847	2019-01	1444	2
45104026	2019-01	1259	1
36084859	2019-01	1221	3
45107513	2019-01	1459	3
45116270	2019-01	1410	4
36099783	2019-01	1608	1
45101698	2019-01	1409	1
551013843	2019-01	1214	2
551017938	2019-01	1079	1
36088625	2019-01	1496	2
36037370	2019-01	1181	2
45106622	2019-01	1338	1
45102619	2019-01	1188	4
45112290	2019-01	1309	3
45148210	2019-01	1031	21
45143218	2019-01	1141	2
45173567	2019-01	1109	2
45137013	2019-01	1524	6
45107521	2019-01	1186	1
45155437	2019-01	1036	11
36053872	2019-01	1488	5
36088676	2019-01	1399	7
45101590	2019-01	1267	3
45137145	2019-01	1212	3
36043141	2019-01	1197	3
45151245	2019-01	1185	3
36033995	2019-01	1618	4
45162328	2019-01	1035	1
45131996	2019-01	1084	4
36014036	2019-01	1196	6
45183740	2019-01	1051	5
45101000	2019-01	1071	2
45103445	2019-01	1221	3
45183759	2019-01	1062	2
36003913	2019-01	1328	2
45149550	2019-01	1130	1
45182507	2019-01	1019	2
36042080	2019-01	1301	3
45192839	2019-01	1383	5
36084514	2019-01	1374	2
45106630	2019-01	1234	1
45149860	2019-01	1310	3
45151997	2019-01	1083	2
45187223	2019-01	1141	2
36000310	2019-01	1874	3
45154163	2019-01	1172	5
45120366	2019-01	1193	10
36082279	2019-01	1617	15
45101167	2019-01	1023	12
45110239	2019-01	1213	4
45135606	2019-01	1043	3
45135614	2019-01	1096	2
36037397	2019-01	1189	2
45169381	2019-01	1192	2
36057290	2019-01	1430	5
45142939	2019-01	1382	5
45171521	2019-01	1066	3
45193126	2019-01	1206	5
45114307	2019-01	1119	3
36016969	2019-01	1113	6
45101418	2019-01	1419	1
36090670	2019-01	1512	4
36064378	2019-01	1304	4
45100446	2019-01	1589	3
36067431	2019-01	1435	5
45151180	2019-01	1102	3
36051250	2019-01	1293	6
45189501	2019-01	1057	7
36075760	2019-01	1335	5
45147752	2019-01	1450	10
45133301	2019-01	1387	4
45108382	2019-01	1537	1
45148236	2019-01	1039	1
45102775	2019-01	1269	3
45102635	2019-01	1893	1
45155780	2019-01	1205	2
45115753	2019-01	1401	3
36071471	2019-01	1348	4
36073938	2019-01	1449	4
45150613	2019-01	1152	3
45101620	2019-01	1049	3
45168695	2019-01	1045	9
45136181	2019-01	1056	3
45171602	2019-01	1229	1
36086886	2019-01	1172	5
36085111	2019-01	1284	4
36054054	2019-01	1162	2
45115419	2019-01	1487	7
45171220	2019-02	1102	5
45149844	2019-02	1184	5
45107785	2019-02	1581	1
45113890	2019-02	1229	9
45161127	2019-02	1263	7
36035726	2019-02	1103	7
36098990	2019-02	1312	8
45141053	2019-02	1205	1
36044415	2019-02	1035	1
36067377	2019-02	1295	9
26075954	2019-02	1630	4
45172196	2019-02	1199	2
36083356	2019-02	1277	1
36099112	2019-02	1640	10
45106746	2019-02	1160	7
45113939	2019-02	1372	1
45136122	2019-02	1189	3
45148635	2019-02	1027	14
45172765	2019-02	1060	5
36051756	2019-02	1535	11
36022365	2019-02	1429	7
45133263	2019-02	1449	6
45175624	2019-02	1110	2
36000205	2019-02	1196	6
36083372	2019-02	1773	5
36066893	2019-02	1159	5
45147833	2019-02	1348	9
36016691	2019-02	1585	1
45167222	2019-02	1244	5
36051217	2019-02	1498	9
36097926	2019-02	1475	5
45105863	2019-02	1391	1
36082066	2019-02	1493	9
45170363	2019-02	1058	2
45178860	2019-02	1101	1
36098230	2019-02	1101	8
45111928	2019-02	1540	5
36094366	2019-02	1310	4
45143099	2019-02	1298	6
36088200	2019-02	1274	7
36022101	2019-02	1182	10
36074918	2019-02	1526	10
45148201	2019-02	1124	4
45126364	2019-02	1110	7
551019272	2019-02	1107	5
45107513	2019-02	1455	1
45116270	2019-02	1439	3
551033445	2019-02	1183	8
551012901	2019-02	1014	12
36099783	2019-02	1561	5
45101698	2019-02	1408	7
36088625	2019-02	1509	8
45106622	2019-02	1335	1
36056855	2019-02	1189	1
45101590	2019-02	1233	2
45170371	2019-02	1173	5
36033995	2019-02	1657	7
45149550	2019-02	1139	7
36042080	2019-02	1370	11
36084514	2019-02	1346	11
36080039	2019-02	1240	5
45149860	2019-02	1247	6
45187223	2019-02	1124	1
36000310	2019-02	1815	5
45131309	2019-02	1047	1
36088668	2019-02	1154	5
45122261	2019-02	1069	7
45101167	2019-02	1014	1
36075752	2019-02	1069	26
45135614	2019-02	1132	2
45124949	2019-02	1164	1
45114307	2019-02	1095	5
36016969	2019-02	1095	4
45150176	2019-02	1184	4
36090670	2019-02	1536	1
45100446	2019-02	1696	15
36075760	2019-02	1316	6
45147752	2019-02	1460	3
36053775	2019-02	1409	7
36053627	2019-02	1435	7
45133301	2019-02	1330	8
45108382	2019-02	1568	9
45102775	2019-02	1349	7
45102635	2019-02	1925	7
36071471	2019-02	1338	3
36073679	2019-02	1210	1
45134995	2019-02	1070	3
45115419	2019-02	1586	7
7912170	2019-03	1295	2
551011603	2019-03	1183	6
551011700	2019-03	1270	10
45171220	2019-03	1095	1
36082813	2019-03	1334	3
45149844	2019-03	1161	8
45129126	2019-03	1165	4
45107785	2019-03	1617	7
36075728	2019-03	1231	7
36070378	2019-03	1483	7
45114439	2019-03	1133	5
551013100	2019-03	1168	6
45159890	2019-03	1206	3
36035726	2019-03	1073	7
45132569	2019-03	1116	3
45189650	2019-03	1169	2
45141053	2019-03	1287	8
36074241	2019-03	1130	2
36067377	2019-03	1305	7
26075954	2019-03	1673	6
26088240	2019-03	1195	6
45131325	2019-03	1380	9
45172196	2019-03	1248	2
36057096	2019-03	1107	5
45156506	2019-03	1052	5
36037354	2019-03	1593	10
45126550	2019-03	1151	5
45132860	2019-03	1409	6
45114994	2019-03	1215	6
45184100	2019-03	1101	2
36085685	2019-03	1110	2
36081957	2019-03	1083	1
45106746	2019-03	1170	8
45113939	2019-03	1379	1
45148880	2019-03	1163	5
45136122	2019-03	1290	8
45102597	2019-03	1132	2
45171874	2019-03	1002	14
45172765	2019-03	1036	6
36051756	2019-03	1443	15
36022365	2019-03	1412	1
551017636	2019-03	1023	8
45109583	2019-03	1404	3
45107459	2019-03	1185	4
45135690	2019-03	1118	7
45133263	2019-03	1405	9
45107467	2019-03	1079	3
45175624	2019-03	1172	3
36000205	2019-03	1125	5
36019640	2019-03	1077	6
36083372	2019-03	1705	9
36077178	2019-03	1161	6
36066893	2019-03	1171	3
45147833	2019-03	1409	11
36016691	2019-03	1583	2
45167222	2019-03	1244	2
36075744	2019-03	1152	6
36051217	2019-03	1524	6
45102104	2019-03	1251	7
36097926	2019-03	1471	9
45118280	2019-03	1285	1
45187649	2019-03	1148	6
45105863	2019-03	1380	1
36099309	2019-03	1085	6
45126798	2019-03	1019	5
45134790	2019-03	1173	4
45168830	2019-03	1268	8
36082066	2019-03	1579	12
45170363	2019-03	1023	3
45126810	2019-03	1139	3
45178860	2019-03	1096	9
551023539	2019-03	1035	1
36093351	2019-03	1052	3
36081264	2019-03	1362	13
45108145	2019-03	1290	3
45106614	2019-03	1239	1
36097756	2019-03	1075	1
45111928	2019-03	1535	3
36094366	2019-03	1294	3
45143099	2019-03	1350	10
36044644	2019-03	1573	7
36088200	2019-03	1260	7
45101540	2019-03	1024	9
36098841	2019-03	1276	7
551033658	2019-03	1161	5
36099490	2019-03	1349	6
36022101	2019-03	1419	17
45196982	2019-03	1067	3
36054038	2019-03	1436	5
36080900	2019-03	1168	6
36074918	2019-03	1501	3
45148201	2019-03	1104	7
45199710	2019-03	1161	3
36056847	2019-03	1425	6
45125244	2019-03	1300	2
45104026	2019-03	1225	5
45189323	2019-03	1060	6
36084859	2019-03	1213	2
45107513	2019-03	1485	6
45116270	2019-03	1318	18
45101370	2019-03	1022	8
54144949	2019-03	1183	6
36099783	2019-03	1608	7
45101698	2019-03	1392	14
551013843	2019-03	1174	4
551017938	2019-03	1068	6
36051497	2019-03	1022	5
36088625	2019-03	1457	2
36037370	2019-03	1253	6
45106622	2019-03	1295	4
45112290	2019-03	1341	6
45148210	2019-03	1013	4
45143218	2019-03	1105	3
45173567	2019-03	1138	1
45137013	2019-03	1534	1
45107521	2019-03	1181	2
45155437	2019-03	1011	3
36053872	2019-03	1491	14
36088676	2019-03	1348	9
45101590	2019-03	1261	6
45137145	2019-03	1173	6
45170371	2019-03	1197	6
551005565	2019-03	1173	6
36043141	2019-03	1153	4
45151245	2019-03	1238	7
36033995	2019-03	1646	15
36014036	2019-03	1241	10
36017663	2019-03	1002	5
45183740	2019-03	1072	8
45103445	2019-03	1235	4
45183759	2019-03	1046	1
45166137	2019-03	1184	2
45150753	2019-03	1331	8
45182507	2019-03	1037	9
36042080	2019-03	1410	8
45192839	2019-03	1289	6
36084514	2019-03	1312	11
36080039	2019-03	1280	9
45151997	2019-03	1110	7
36000310	2019-03	1803	8
45154163	2019-03	1146	1
45120366	2019-03	1088	14
36082279	2019-03	1595	12
45122261	2019-03	1091	5
45101167	2019-03	1008	1
45110239	2019-03	1229	3
45135614	2019-03	1113	2
36037397	2019-03	1174	5
45169381	2019-03	1200	2
36057290	2019-03	1476	3
45124949	2019-03	1093	3
45142939	2019-03	1363	5
45171521	2019-03	1046	3
36098477	2019-03	1053	1
45193126	2019-03	1206	7
45114307	2019-03	1145	15
36016969	2019-03	1081	8
551066203	2019-03	1085	8
45150176	2019-03	1216	5
36090670	2019-03	1556	11
36064378	2019-03	1363	6
45100446	2019-03	1594	7
36067431	2019-03	1447	2
45151180	2019-03	1146	6
36051250	2019-03	1284	4
45100861	2019-03	1207	5
45189498	2019-03	1004	10
36075760	2019-03	1273	9
45147752	2019-03	1451	16
36053775	2019-03	1401	5
36053627	2019-03	1407	5
45133301	2019-03	1440	15
45108382	2019-03	1506	14
45102775	2019-03	1339	4
45102635	2019-03	1922	5
45155780	2019-03	1180	2
45159831	2019-03	1090	7
45115753	2019-03	1447	5
36071471	2019-03	1336	9
36073938	2019-03	1448	3
45150613	2019-03	1230	9
45101620	2019-03	1011	3
45136181	2019-03	1063	2
45171602	2019-03	1169	5
36091324	2019-03	1110	4
36086886	2019-03	1223	6
45134995	2019-03	1060	4
36085111	2019-03	1378	12
36054054	2019-03	1162	1
45113882	2019-03	1133	5
45115419	2019-03	1561	6
7912170	2019-04	1363	9
551011603	2019-04	1199	1
551011700	2019-04	1230	2
36082813	2019-04	1328	4
45149844	2019-04	1143	5
45169870	2019-04	1289	1
45129126	2019-04	1158	1
45101698	2019-04	1450	5
45113890	2019-04	1264	1
45161127	2019-04	1322	8
36070378	2019-04	1493	2
45114439	2019-04	1127	6
551013100	2019-04	1152	5
45159890	2019-04	1212	2
36098990	2019-04	1240	3
45169705	2019-04	1024	13
45189650	2019-04	1157	1
45141053	2019-04	1281	6
36077534	2019-04	1051	1
45135541	2019-04	1082	21
36074241	2019-04	1233	10
36044415	2019-04	1067	6
45120919	2019-04	1059	1
26088240	2019-04	1212	1
45172196	2019-04	1198	6
36037354	2019-04	1641	7
45126550	2019-04	1173	1
45132860	2019-04	1399	1
36083356	2019-04	1249	1
551009463	2019-04	1110	6
36081957	2019-04	1056	2
36099112	2019-04	1616	9
45121265	2019-04	1017	15
45106746	2019-04	1171	2
45113939	2019-04	1351	2
45136122	2019-04	1332	7
36036480	2019-04	1091	6
45171980	2019-04	1016	1
45102597	2019-04	1146	6
36051756	2019-04	1457	1
45109583	2019-04	1430	3
45107459	2019-04	1201	7
45135690	2019-04	1142	6
45133263	2019-04	1397	3
45187762	2019-04	1018	10
45107467	2019-04	1183	10
36019640	2019-04	1067	1
36066893	2019-04	1190	6
551061929	2019-04	1154	5
45147833	2019-04	1405	1
36016691	2019-04	1575	8
45168342	2019-04	1115	5
45167222	2019-04	1258	9
36075744	2019-04	1141	2
36097926	2019-04	1443	1
45118280	2019-04	1406	10
36080268	2019-04	1015	7
45105863	2019-04	1409	7
45161640	2019-04	1165	9
45126798	2019-04	1039	1
45134790	2019-04	1139	3
45178674	2019-04	1125	5
36082066	2019-04	1516	10
36093351	2019-04	1092	2
36081264	2019-04	1386	1
45108145	2019-04	1281	2
45106614	2019-04	1220	5
36097756	2019-04	1072	1
36094366	2019-04	1329	6
45167230	2019-04	1329	8
45182825	2019-04	1083	5
36088200	2019-04	1274	4
551033658	2019-04	1182	1
36099490	2019-04	1371	4
36054038	2019-04	1458	23
36088218	2019-04	1418	6
45101558	2019-04	1155	5
36080900	2019-04	1215	2
36074918	2019-04	1565	6
45148201	2019-04	1069	2
45199710	2019-04	1165	2
551016656	2019-04	1027	6
36056847	2019-04	1421	4
45180946	2019-04	1043	7
36084859	2019-04	1197	2
551019272	2019-04	1125	1
45107513	2019-04	1474	7
551017300	2019-04	1089	8
45116270	2019-04	1341	1
36099694	2019-04	1053	5
45136998	2019-04	1125	7
551012901	2019-04	1006	1
45172021	2019-04	1050	3
45137005	2019-04	1176	9
36049336	2019-04	1121	7
551013843	2019-04	1098	4
551017938	2019-04	1056	1
36051497	2019-04	1031	2
36088625	2019-04	1491	5
45102619	2019-04	1210	9
45112290	2019-04	1350	5
45148210	2019-04	1009	1
45173567	2019-04	1113	3
45137013	2019-04	1492	8
45107521	2019-04	1115	4
36053872	2019-04	1553	17
36088676	2019-04	1298	8
45137145	2019-04	1191	8
45170371	2019-04	1217	1
551005565	2019-04	1263	6
36043141	2019-04	1127	2
45151245	2019-04	1194	8
45131996	2019-04	1086	5
36014036	2019-04	1295	5
45101000	2019-04	1072	3
45183759	2019-04	1034	2
45117373	2019-04	1167	7
45166137	2019-04	1200	1
36003913	2019-04	1291	15
45150753	2019-04	1359	1
36042080	2019-04	1485	7
36084514	2019-04	1296	1
45106630	2019-04	1266	8
36080039	2019-04	1254	6
45149860	2019-04	1231	4
45151997	2019-04	1140	1
45187223	2019-04	1141	4
45131309	2019-04	1052	2
36088668	2019-04	1208	14
551049163	2019-04	1102	6
45154163	2019-04	1232	6
45120366	2019-04	1214	7
36082279	2019-04	1587	7
45122261	2019-04	1115	6
45101167	2019-04	1022	2
36075752	2019-04	1060	1
45135606	2019-04	1150	6
45135614	2019-04	1176	8
551018098	2019-04	1083	5
45169381	2019-04	1190	4
36057290	2019-04	1441	5
45189455	2019-04	1039	16
45142939	2019-04	1347	2
45171521	2019-04	1015	3
36098477	2019-04	1065	5
36016969	2019-04	1127	7
45150176	2019-04	1208	5
36090670	2019-04	1555	5
36064378	2019-04	1370	4
45100446	2019-04	1646	5
45151180	2019-04	1169	1
45189501	2019-04	1048	3
36075760	2019-04	1320	4
45147752	2019-04	1525	8
36053775	2019-04	1432	19
36053627	2019-04	1379	9
45133301	2019-04	1452	2
45108382	2019-04	1536	2
45102775	2019-04	1312	4
45155780	2019-04	1117	4
45115753	2019-04	1452	1
36073938	2019-04	1512	10
36073679	2019-04	1208	6
45150613	2019-04	1327	11
45168695	2019-04	1047	2
45136181	2019-04	1139	9
45171602	2019-04	1189	3
36091324	2019-04	1088	1
45107556	2019-04	1354	10
36054054	2019-04	1160	4
45115419	2019-04	1485	11
551011603	2019-05	1169	7
551011700	2019-05	1173	4
45171220	2019-05	1029	4
36082813	2019-05	1378	9
45149844	2019-05	1144	3
45169870	2019-05	1302	5
45129126	2019-05	1187	5
45101698	2019-05	1450	12
45107785	2019-05	1642	10
45185077	2019-05	1025	8
45113890	2019-05	1232	8
45161127	2019-05	1404	8
36075728	2019-05	1202	9
36070378	2019-05	1453	9
551018250	2019-05	1070	5
45114439	2019-05	1153	9
551013100	2019-05	1144	5
45159890	2019-05	1198	8
36035726	2019-05	1039	7
45132569	2019-05	1190	10
36098990	2019-05	1205	7
45141053	2019-05	1338	12
36077534	2019-05	1024	8
36074241	2019-05	1189	6
45143404	2019-05	1457	11
36044415	2019-05	1109	9
36067377	2019-05	1431	11
26075954	2019-05	1798	20
45120919	2019-05	1039	2
26088240	2019-05	1246	17
45131325	2019-05	1297	7
45152772	2019-05	1062	11
45118485	2019-05	1238	6
36037354	2019-05	1654	16
45126550	2019-05	1196	8
45132860	2019-05	1315	9
45114994	2019-05	1197	9
36083356	2019-05	1244	2
36085685	2019-05	1099	4
36099112	2019-05	1568	9
45106746	2019-05	1160	5
45113939	2019-05	1327	8
45148880	2019-05	1196	5
45136122	2019-05	1341	5
45185867	2019-05	1057	9
36036480	2019-05	1047	7
45102597	2019-05	1123	8
36066362	2019-05	1188	12
45172765	2019-05	1010	10
36051756	2019-05	1439	12
36022365	2019-05	1419	20
551017636	2019-05	1023	3
45109583	2019-05	1463	11
45107459	2019-05	1285	9
45135690	2019-05	1270	6
45173028	2019-05	1063	9
45133263	2019-05	1345	11
45107467	2019-05	1171	7
45175624	2019-05	1248	9
36000205	2019-05	1267	9
36019640	2019-05	1127	8
45135550	2019-05	1025	24
36083372	2019-05	1746	12
36077178	2019-05	1130	5
36066893	2019-05	1091	7
45147833	2019-05	1379	15
36016691	2019-05	1691	12
551023520	2019-05	1195	6
36075744	2019-05	1197	9
36051217	2019-05	1598	18
45102104	2019-05	1243	9
36097926	2019-05	1448	8
45118280	2019-05	1294	9
45187649	2019-05	1065	4
45105863	2019-05	1359	12
36099309	2019-05	1075	7
45172005	2019-05	1003	16
45134790	2019-05	1199	9
45178674	2019-05	1149	2
36082066	2019-05	1548	10
45178860	2019-05	1102	8
551023539	2019-05	1074	8
36093351	2019-05	1041	7
36081264	2019-05	1310	16
45108145	2019-05	1197	7
36097756	2019-05	1128	7
45111928	2019-05	1541	9
36094366	2019-05	1298	8
45167230	2019-05	1301	8
45143099	2019-05	1312	9
551020785	2019-05	1130	5
36044644	2019-05	1560	17
45182825	2019-05	1051	7
36088200	2019-05	1395	16
551033658	2019-05	1193	1
36099490	2019-05	1359	8
36022101	2019-05	1424	11
45196982	2019-05	1105	8
36054038	2019-05	1500	14
36088218	2019-05	1429	8
45101558	2019-05	1160	4
36074918	2019-05	1561	11
45148201	2019-05	1069	6
45199710	2019-05	1144	6
45118450	2019-05	1041	13
36056847	2019-05	1495	15
45125244	2019-05	1322	9
45194904	2019-05	1038	9
45126364	2019-05	1078	5
45104026	2019-05	1298	14
45107513	2019-05	1535	11
551017300	2019-05	1077	1
45116270	2019-05	1373	12
551047020	2019-05	1139	7
54144949	2019-05	1231	7
36099783	2019-05	1668	12
36049336	2019-05	1217	9
551017938	2019-05	1076	7
551017105	2019-05	1141	6
36088625	2019-05	1482	9
36037370	2019-05	1374	15
45106622	2019-05	1334	20
36056855	2019-05	1223	5
45112290	2019-05	1322	9
45143218	2019-05	1041	6
45173567	2019-05	1113	6
45137013	2019-05	1546	9
36053872	2019-05	1599	11
36088676	2019-05	1340	9
45101590	2019-05	1259	13
45107904	2019-05	1018	8
45137145	2019-05	1273	9
45170371	2019-05	1213	1
551005565	2019-05	1272	8
36043141	2019-05	1095	6
45151245	2019-05	1237	7
36033995	2019-05	1670	12
36014036	2019-05	1292	11
45183740	2019-05	1063	1
45103445	2019-05	1203	7
45180890	2019-05	1127	5
45149550	2019-05	1069	5
